Gender,GenderCode,Age,Height,Weight,HeartRate,ExerciseNameENG,ExerciseNameUKR,ExerciseID,Duration,Calories
female,1,21,147,49,86,"Golf, walking and pulling clubs",Гольф,16,11,44
male,0,44,176,77,80,Watering lawn or garden,Полив газону або саду,22,9,24
male,0,57,186,87,107,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,25,190
female,1,55,163,63,96,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,24,132
male,0,26,178,80,95,Unicycling,Їзда на одноколісному велосипеді,17,19,79
male,0,35,181,82,93,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,16,69
female,1,27,177,76,85,Watering lawn or garden,Полив газону або саду,22,1,4
female,1,44,169,67,99,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,21,117
male,0,70,189,94,92,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,43
female,1,79,160,55,88,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,10,52
female,1,40,163,60,109,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,28,186
male,0,50,185,84,97,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,26,148
male,0,42,183,88,106,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,22,148
male,0,70,191,97,100,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,15,111
male,0,71,191,92,87,Mild stretching,Легка розтяжка,19,9,48
male,0,63,194,106,82,Watering lawn or garden,Полив газону або саду,22,8,36
female,1,47,162,65,85,Watering lawn or garden,Полив газону або саду,22,3,12
male,0,51,185,90,99,Unicycling,Їзда на одноколісному велосипеді,17,15,92
male,0,57,203,107,96,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,22,140
male,0,78,177,82,79,Watering lawn or garden,Полив газону або саду,22,6,26
female,1,79,171,66,103,Stair machine,Тренажер-сходинки,29,19,126
female,1,67,145,52,97,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,14,83
female,1,20,161,65,92,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,6,27
female,1,21,154,55,93,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,7,33
male,0,56,183,80,108,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,24,181
male,0,28,192,94,94,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,18,79
male,0,32,186,89,93,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,9,39
male,0,52,195,101,95,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,41
female,1,21,173,70,87,Watering lawn or garden,Полив газону або саду,22,4,15
female,1,39,184,74,93,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,15,71
male,0,46,189,90,101,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,18,112
female,1,21,168,66,104,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,23,131
male,0,52,177,73,111,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,27,207
female,1,36,153,57,91,Watering lawn or garden,Полив газону або саду,22,2,9
male,0,22,182,79,78,Watering lawn or garden,Полив газону або саду,22,6,8
female,1,27,178,71,114,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,29,198
male,0,69,188,95,92,"Calisthenics, light","Кальстеніка, легка",18,11,67
male,0,67,187,89,100,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,20,141
female,1,51,169,69,96,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,12,64
male,0,26,175,72,96,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,22,91
male,0,33,182,88,89,Watering lawn or garden,Полив газону або саду,22,6,22
male,0,40,193,93,107,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,23,159
male,0,74,195,99,86,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,39
female,1,28,164,61,107,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,14,87
female,1,21,154,52,100,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,26,142
female,1,42,165,64,89,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,9,41
female,1,64,170,70,87,"Aerobics, general","Аеробіка, загальна",1,21,96
female,1,55,178,75,86,Watering lawn or garden,Полив газону або саду,22,1,4
female,1,61,150,56,93,Stair machine,Тренажер-сходинки,29,19,102
female,1,31,168,64,105,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,24,144
female,1,55,174,69,110,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,27,186
female,1,44,166,66,91,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,18,85
male,0,37,191,89,83,Watering lawn or garden,Полив газону або саду,22,5,15
male,0,28,188,83,102,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,24,129
female,1,37,166,61,100,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,23,129
female,1,46,152,55,90,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,14,67
female,1,34,169,65,87,Watering lawn or garden,Полив газону або саду,22,2,8
male,0,34,179,80,98,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,18,90
male,0,32,179,82,86,Watering lawn or garden,Полив газону або саду,22,6,19
female,1,23,185,76,89,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,11,44
male,0,42,172,71,93,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,13,57
male,0,29,174,73,107,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,20,119
male,0,30,183,86,89,Mild stretching,Легка розтяжка,19,12,43
female,1,61,152,56,95,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,27,151
female,1,21,154,52,81,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,6,21
female,1,40,177,73,82,Watering lawn or garden,Полив газону або саду,22,7,25
male,0,62,165,71,93,Mild stretching,Легка розтяжка,19,7,38
male,0,36,174,79,113,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,29,212
male,0,41,177,79,91,Watering lawn or garden,Полив газону або саду,22,5,21
male,0,35,170,77,83,Watering lawn or garden,Полив газону або саду,22,3,8
female,1,40,170,64,106,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,24,151
female,1,38,163,64,107,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,25,159
female,1,39,174,72,93,"Aerobics, general","Аеробіка, загальна",1,20,95
male,0,53,178,82,102,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,18,118
female,1,27,159,59,93,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,12,57
female,1,64,158,63,96,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,16,90
male,0,54,170,76,80,Watering lawn or garden,Полив газону або саду,22,6,19
male,0,65,179,82,77,Watering lawn or garden,Полив газону або саду,22,2,7
female,1,22,151,49,107,"Cross country skiing, uphill","Лижні перегони, вгору",20,27,169
female,1,28,171,68,85,Watering lawn or garden,Полив газону або саду,22,4,15
female,1,77,157,59,107,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,23,164
male,0,43,204,107,94,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,13,70
male,0,40,192,98,93,Watering lawn or garden,Полив газону або саду,22,4,20
female,1,38,163,70,94,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,17,83
male,0,50,184,90,107,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,28,205
female,1,42,163,60,83,Watering lawn or garden,Полив газону або саду,22,3,12
female,1,64,161,62,102,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,15,95
female,1,23,165,61,100,"Golf, walking and pulling clubs",Гольф,16,10,54
female,1,25,154,54,87,Unicycling,Їзда на одноколісному велосипеді,17,13,54
male,0,22,193,93,98,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,9,42
female,1,26,173,68,107,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,27,164
female,1,34,172,68,79,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,26
male,0,38,177,76,86,Watering lawn or garden,Полив газону або саду,22,4,13
male,0,46,194,97,105,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,23,160
female,1,37,171,67,101,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,21,119
male,0,40,187,93,89,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,15,63
female,1,32,153,53,101,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,29,167
female,1,60,164,63,91,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,15,76
male,0,37,177,82,75,Watering lawn or garden,Полив газону або саду,22,3,5
female,1,35,172,64,107,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,25,158
male,0,28,181,82,103,Unicycling,Їзда на одноколісному велосипеді,17,16,88
female,1,73,153,53,119,"Running, 10.9 mph (5.5 min mile)","Біг, 17 км/год",8,28,235
male,0,32,181,87,96,"Golf, walking and pulling clubs",Гольф,16,16,76
male,0,35,177,79,87,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,10,33
male,0,26,183,76,102,Unicycling,Їзда на одноколісному велосипеді,17,16,82
male,0,27,186,80,103,Unicycling,Їзда на одноколісному велосипеді,17,15,81
male,0,32,193,96,101,Unicycling,Їзда на одноколісному велосипеді,17,18,102
male,0,28,181,79,91,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,13,47
female,1,50,148,55,92,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,4,20
male,0,21,181,79,90,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,11,34
male,0,33,181,77,88,Mild stretching,Легка розтяжка,19,12,40
male,0,64,186,84,100,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,28,191
female,1,66,185,76,94,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,11,58
female,1,32,188,82,84,Watering lawn or garden,Полив газону або саду,22,8,28
female,1,66,176,74,116,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,27,207
female,1,76,149,56,92,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,20,111
male,0,52,185,84,80,Watering lawn or garden,Полив газону або саду,22,6,19
female,1,47,183,79,84,Watering lawn or garden,Полив газону або саду,22,1,4
male,0,28,187,82,98,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,16,76
female,1,46,164,60,87,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,8,35
male,0,50,179,79,99,"Golf, walking and pulling clubs",Гольф,16,12,71
female,1,79,163,62,83,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,8,36
male,0,42,191,89,98,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,26,144
female,1,65,157,59,82,Watering lawn or garden,Полив газону або саду,22,4,17
female,1,30,166,61,105,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,25,151
male,0,26,197,98,77,Watering lawn or garden,Полив газону або саду,22,5,9
male,0,26,201,103,87,Mild stretching,Легка розтяжка,19,16,55
male,0,70,173,78,95,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,20,124
female,1,69,172,67,94,Unicycling,Їзда на одноколісному велосипеді,17,13,71
male,0,21,191,92,89,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,11,36
female,1,76,157,56,96,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,20,119
female,1,25,171,64,86,Watering lawn or garden,Полив газону або саду,22,4,16
female,1,24,157,57,100,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,27,147
female,1,39,151,53,100,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,18,104
male,0,34,189,88,90,"Calisthenics, light","Кальстеніка, легка",18,16,63
male,0,26,180,84,94,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,14,57
female,1,29,164,61,92,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,6,28
male,0,71,198,103,111,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,22,203
female,1,25,157,56,109,"Cycling, >20 mph, racing","Велоспорт, >30 км/год, перегони",14,28,181
female,1,30,144,47,99,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,21,117
male,0,25,200,95,93,Mild stretching,Легка розтяжка,19,12,49
male,0,25,185,90,96,"Calisthenics, light","Кальстеніка, легка",18,15,67
male,0,65,182,86,100,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,18,124
male,0,23,190,91,84,Watering lawn or garden,Полив газону або саду,22,6,15
female,1,65,166,67,86,Watering lawn or garden,Полив газону або саду,22,1,5
male,0,30,184,82,87,Watering lawn or garden,Полив газону або саду,22,4,13
female,1,68,170,69,100,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,23,140
male,0,31,180,83,92,Watering lawn or garden,Полив газону або саду,22,5,20
female,1,30,173,69,89,Watering lawn or garden,Полив газону або саду,22,3,13
female,1,43,183,75,99,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,21,114
male,0,72,198,100,77,Watering lawn or garden,Полив газону або саду,22,2,8
female,1,76,170,71,116,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,28,221
male,0,26,163,69,105,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,16,87
female,1,70,170,66,86,Watering lawn or garden,Полив газону або саду,22,3,14
female,1,41,158,57,86,Watering lawn or garden,Полив газону або саду,22,2,9
female,1,33,157,49,80,Watering lawn or garden,Полив газону або саду,22,4,14
male,0,21,180,81,97,Unicycling,Їзда на одноколісному велосипеді,17,20,84
male,0,40,178,75,81,Watering lawn or garden,Полив газону або саду,22,2,5
female,1,46,171,60,93,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,14,71
female,1,47,153,57,84,Watering lawn or garden,Полив газону або саду,22,3,12
male,0,20,192,86,81,Watering lawn or garden,Полив газону або саду,22,1,2
female,1,26,167,61,101,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,16,89
male,0,27,183,87,107,Stair machine,Тренажер-сходинки,29,27,166
female,1,68,173,74,102,Stair machine,Тренажер-сходинки,29,22,137
male,0,72,186,85,83,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,37
male,0,47,184,88,81,Watering lawn or garden,Полив газону або саду,22,6,19
male,0,37,196,91,110,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,28,201
male,0,37,183,80,94,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,12,54
male,0,76,185,92,93,Mild stretching,Легка розтяжка,19,7,46
male,0,27,184,88,88,Watering lawn or garden,Полив газону або саду,22,6,20
male,0,37,196,100,85,Watering lawn or garden,Полив газону або саду,22,9,32
female,1,40,181,75,83,Watering lawn or garden,Полив газону або саду,22,7,26
female,1,69,163,68,95,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,16,89
male,0,56,183,80,97,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,20,118
male,0,35,174,78,102,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,29,162
male,0,51,181,85,101,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,30,191
female,1,22,156,57,89,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,6,25
female,1,29,168,64,109,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,25,160
male,0,28,191,89,90,Watering lawn or garden,Полив газону або саду,22,2,7
female,1,38,157,57,82,Watering lawn or garden,Полив газону або саду,22,1,4
male,0,32,176,80,99,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,25,126
male,0,46,178,79,102,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,28,172
female,1,27,173,71,89,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,21,87
male,0,26,187,88,94,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,18,75
female,1,39,171,63,84,Watering lawn or garden,Полив газону або саду,22,3,12
female,1,24,171,68,108,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,26,160
female,1,35,174,71,87,"Golf, walking and pulling clubs",Гольф,16,15,61
male,0,54,185,80,97,Stair machine,Тренажер-сходинки,29,26,151
male,0,35,208,103,98,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,12,66
female,1,64,157,54,95,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,16,91
male,0,22,187,89,98,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,23,106
male,0,27,200,97,98,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,12,60
female,1,46,168,67,97,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,26,140
male,0,45,198,97,92,Watering lawn or garden,Полив газону або саду,22,6,30
male,0,31,173,70,105,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,21,119
male,0,49,187,88,92,"Calisthenics, light","Кальстеніка, легка",18,13,65
female,1,31,161,58,110,"Cycling, >20 mph, racing","Велоспорт, >30 км/год, перегони",14,29,192
female,1,39,167,72,96,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,20,102
female,1,39,166,68,101,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,15,85
male,0,24,187,82,102,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,26,134
female,1,72,159,59,105,"Cycling, >20 mph, racing","Велоспорт, >30 км/год, перегони",14,28,191
male,0,55,205,114,112,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,26,230
female,1,32,163,63,109,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,26,168
male,0,31,180,80,90,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,14,51
male,0,20,189,90,98,"Aerobics, general","Аеробіка, загальна",1,27,122
female,1,24,145,49,88,Unicycling,Їзда на одноколісному велосипеді,17,12,51
female,1,76,162,65,94,"Golf, walking and pulling clubs",Гольф,16,10,56
male,0,38,174,77,83,Watering lawn or garden,Полив газону або саду,22,7,20
female,1,46,168,70,77,Watering lawn or garden,Полив газону або саду,22,5,16
female,1,28,165,58,86,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,17,68
male,0,38,177,82,103,Stair machine,Тренажер-сходинки,29,26,155
male,0,35,179,90,93,Watering lawn or garden,Полив газону або саду,22,6,27
male,0,54,186,88,92,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,36
female,1,43,162,64,105,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,30,187
male,0,67,177,80,90,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,14,75
male,0,64,162,67,104,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,20,141
female,1,39,159,59,88,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,5,22
female,1,41,142,47,107,"Running, 10.9 mph (5.5 min mile)","Біг, 17 км/год",8,26,173
female,1,49,160,64,93,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,8,40
female,1,46,175,75,91,Unicycling,Їзда на одноколісному велосипеді,17,16,74
female,1,23,153,51,101,Unicycling,Їзда на одноколісному велосипеді,17,9,51
male,0,33,205,114,90,Watering lawn or garden,Полив газону або саду,22,4,18
male,0,64,180,83,105,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,22,166
male,0,51,186,88,81,Watering lawn or garden,Полив газону або саду,22,3,10
male,0,73,188,85,105,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,28,225
female,1,42,156,60,91,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,20,95
female,1,25,152,53,80,Watering lawn or garden,Полив газону або саду,22,4,14
female,1,46,153,51,115,"Running, 10.9 mph (5.5 min mile)","Біг, 17 км/год",8,30,226
male,0,36,208,109,91,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,13,60
male,0,22,185,84,96,"Calisthenics, light","Кальстеніка, легка",18,14,59
male,0,55,183,85,94,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,20,110
male,0,64,191,94,99,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,15,103
female,1,52,172,65,80,Watering lawn or garden,Полив газону або саду,22,3,11
female,1,35,168,58,97,Stair machine,Тренажер-сходинки,29,20,106
male,0,71,183,87,111,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,26,231
female,1,67,154,57,96,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,20,116
female,1,59,164,63,109,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,20,139
male,0,35,175,79,81,Watering lawn or garden,Полив газону або саду,22,10,24
male,0,43,178,77,107,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,27,181
female,1,40,150,49,92,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,22,110
female,1,22,160,61,98,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,29,149
male,0,53,182,86,96,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,18,103
male,0,21,188,89,86,Watering lawn or garden,Полив газону або саду,22,11,30
male,0,35,191,94,96,"Golf, walking and pulling clubs",Гольф,16,17,85
female,1,34,178,76,94,Mild stretching,Легка розтяжка,19,8,38
male,0,27,183,84,118,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,27,209
male,0,54,190,94,111,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,29,238
male,0,76,183,82,101,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,19,142
male,0,50,172,77,100,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,21,126
female,1,38,150,50,99,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,25,142
male,0,21,199,95,80,Watering lawn or garden,Полив газону або саду,22,4,8
male,0,20,168,73,89,Watering lawn or garden,Полив газону або саду,22,6,17
male,0,44,194,98,101,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,20,126
male,0,48,198,103,90,"Calisthenics, light","Кальстеніка, легка",18,15,74
male,0,28,163,71,95,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,20,81
female,1,21,164,60,102,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,23,128
male,0,20,184,87,109,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,23,141
male,0,33,172,75,95,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,13,57
female,1,39,165,66,93,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,13,63
male,0,43,193,98,100,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,19,116
female,1,58,167,66,106,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,25,164
female,1,24,141,45,91,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,9,42
female,1,74,163,59,89,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,9,46
male,0,21,197,100,93,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,24,97
female,1,46,155,56,72,Watering lawn or garden,Полив газону або саду,22,2,6
female,1,73,146,53,105,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,18,124
male,0,47,182,92,106,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,27,191
male,0,33,176,80,107,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,28,176
female,1,33,164,65,105,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,26,157
female,1,21,154,55,80,Watering lawn or garden,Полив газону або саду,22,5,16
female,1,36,178,78,95,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,27,131
female,1,42,179,80,87,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,9,37
female,1,23,171,70,91,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,9,39
female,1,62,167,63,107,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,20,136
female,1,79,155,51,98,"Cycling, >20 mph, racing","Велоспорт, >30 км/год, перегони",14,27,170
female,1,79,160,62,97,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,18,109
female,1,68,168,62,85,Watering lawn or garden,Полив газону або саду,22,3,14
male,0,52,180,82,95,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,14,76
female,1,33,163,61,104,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,21,126
female,1,39,158,63,87,"Calisthenics, light","Кальстеніка, легка",18,11,47
male,0,61,206,103,94,"Calisthenics, light","Кальстеніка, легка",18,12,74
male,0,61,184,88,99,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,20,132
male,0,32,191,93,91,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,14,57
male,0,22,203,106,98,Mild stretching,Легка розтяжка,19,11,55
male,0,29,190,88,86,Watering lawn or garden,Полив газону або саду,22,10,31
female,1,50,164,63,102,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,13,79
female,1,67,175,71,95,Watering lawn or garden,Полив газону або саду,22,3,16
male,0,26,182,86,91,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,16,59
female,1,56,152,53,96,Stair machine,Тренажер-сходинки,29,18,102
male,0,61,194,91,108,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,19,152
female,1,21,159,51,84,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,9,34
female,1,43,166,62,86,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,8,34
male,0,20,174,74,103,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,21,103
female,1,20,173,70,75,Watering lawn or garden,Полив газону або саду,22,5,13
female,1,27,154,54,101,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,19,107
